hunger,lat,lon
4,48.388509,-102.945890
2,48.069085,-103.843420
7,47.835713,-103.225650
4,48.567291,-103.717110
3,45.522248,-109.488750
20,45.932174,-108.689330
31,45.486308,-106.331690
12,45.947154,-108.096900
7,45.159808,-109.146490
7,45.103044,-109.069920
0,45.949226,-107.228400
11,45.883409,-109.918910
25,45.351247,-106.588580
3,45.464156,-109.119270
11,45.242325,-108.730730
6,46.096447,-108.831340
25,45.457795,-106.970570
7,45.894359,-110.611050
7,45.602343,-109.267100
0,45.058868,-109.900840
39,45.613564,-107.378050
14,46.095217,-107.631800
16,45.090049,-106.692210
13,45.430445,-108.764410
20,45.310206,-110.889500
9,45.373162,-109.641340
10,45.391138,-108.899160
16,45.145353,-110.607710
31,45.521423,-107.425660
31,47.041005,-108.808680
10,45.734139,-109.775290
19,45.780451,-107.639870
14,45.224859,-107.982990
18,46.435446,-109.869940
5,45.862261,-108.294740
16,46.208375,-107.224150
9,46.692440,-107.636800
10,45.505519,-108.921190
38,45.585984,-106.638620
7,45.665424,-108.756010
20,46.418078,-109.036370
13,45.674463,-110.538340
29,45.272302,-107.458730
3,45.550177,-110.056670
31,46.491523,-110.504990
16,46.565030,-107.913800
5,46.132630,-109.897460
19,45.846359,-108.953910
42,47.059920,-107.800280
16,46.455469,-108.090300
6,45.452360,-109.836810
0,45.154425,-106.130170
4,45.622948,-108.960000
0,45.903794,-107.921810
13,45.336151,-110.750990
34,45.353002,-108.491630
5,45.951002,-109.288830
13,45.241761,-109.322170
21,45.708186,-109.541260
4,45.352866,-109.171580
0,45.343978,-109.501680
18,46.539320,-108.537750
11,46.367286,-109.276080
22,45.395656,-107.934090
32,46.264400,-107.074380
0,47.130621,-107.526970
19,46.383158,-109.496160
8,46.001031,-108.352700
0,45.006307,-109.982380
76,45.333330,-110.477384
9,46.501026,-110.146810
11,46.075387,-110.579540
6,47.000478,-108.290050
20,46.059495,-108.075500
29,45.076746,-107.446330
14,45.737525,-108.487540
10,45.778852,-108.574200
8,45.836121,-108.468190
3,45.777818,-108.669440
26,48.126066,-105.658930
4,48.695994,-104.355030
4,48.115400,-104.190360
39,48.132347,-104.881140
15,47.274624,-105.847270
8,47.520661,-105.874300
0,47.577478,-104.258060
12,48.132161,-104.514290
19,48.519946,-104.254920
7,47.900376,-104.134030
0,48.739987,-105.158360
0,48.006744,-106.461040
22,48.202722,-105.967190
7,48.317939,-104.444330
5,48.153810,-106.695580
11,48.404667,-106.533570
0,48.330241,-106.609665
10,48.399620,-107.097650
3,48.408920,-104.708690
16,47.717540,-104.637340
35,48.599534,-106.333280
5,48.503927,-104.484870
6,48.133360,-106.335470
10,48.860359,-106.476750
6,48.893223,-104.774100
0,48.730966,-105.855640
13,48.774660,-104.567690
37,48.136011,-105.161750
21,48.694565,-104.552352
17,48.750625,-104.967020
13,48.591968,-104.613260
9,47.777938,-105.042270
8,48.717859,-106.078990
21,48.544159,-107.403010
8,47.463172,-104.368460
5,48.809655,-105.458290
5,47.683129,-104.205470
4,47.859083,-105.350010
11,48.887447,-104.209510
0,48.897816,-105.163160
10,46.343483,-105.811640
4,45.189905,-104.385690
0,46.017965,-106.991990
5,46.357253,-104.252990
4,45.078881,-105.375860
6,47.441629,-104.866520
6,45.385223,-105.344480
2,47.426998,-107.442150
12,47.049949,-106.581570
7,45.915952,-106.655050
13,45.797477,-104.474820
19,46.810255,-105.043910
7,46.077231,-106.681860
12,47.107345,-104.726830
9,45.386374,-104.756770
0,46.271872,-106.213740
7,46.429205,-104.940360
4,47.349999,-106.952070
5,46.579645,-105.621830
14,47.253136,-105.194760
16,45.666174,-105.479590
5,46.432080,-104.610630
14,46.632549,-106.396410
9,46.897901,-105.463390
12,45.942409,-105.712110
10,46.969132,-104.192320
0,46.127895,-104.452280
18,47.509157,-111.274080
9,47.514307,-111.344990
13,47.476152,-111.269090
14,47.503261,-112.480180
52,48.871429,-113.437340
16,47.351391,-110.865640
18,47.526385,-111.278450
10,48.037351,-111.668250
36,48.556986,-113.069800
38,47.248497,-109.263080
3,48.007556,-112.325350
3,47.834943,-110.988010
13,47.223693,-111.708210
11,47.840047,-112.350830
3,47.383325,-110.020550
15,48.190331,-111.968720
25,48.680309,-112.470090
8,47.316304,-109.962910
13,48.177132,-112.618040
9,47.895071,-111.779610
24,48.424793,-113.204240
6,47.624913,-112.030060
7,47.696452,-111.152650
29,46.906403,-109.095510
4,47.830550,-110.648690
15,47.547517,-111.825450
40,48.635319,-111.240830
27,47.661952,-110.184600
14,47.268612,-110.442290
39,48.309341,-112.811150
9,47.530558,-110.572080
36,47.468715,-109.356240
11,46.883052,-110.096730
7,46.678858,-109.641190
24,48.744885,-111.971410
55,48.281911,-111.307710
14,47.054233,-109.480650
30,48.008655,-110.475120
0,48.609072,-111.731852
20,47.089167,-109.914880
8,47.057303,-110.842790
10,46.956343,-109.702300
0,46.926021,-110.716960
3,48.842195,-111.595290
6,48.093269,-112.302540
18,47.690940,-111.639980
0,47.261238,-110.725000
10,47.377169,-108.843970
10,47.409591,-111.135170
11,48.479975,-111.768630
22,47.459112,-111.967110
13,47.104848,-110.260760
2,47.188396,-111.163490
8,48.881178,-111.915160
14,47.465072,-111.797350
7,48.979905,-111.924710
3,47.429273,-111.593570
15,48.336146,-112.314980
10,47.577613,-111.604770
12,47.065531,-109.430106
19,48.584562,-109.783650
15,48.141017,-110.068280
38,48.321712,-109.957800
13,48.487928,-111.003810
17,48.485856,-109.174060
35,48.148715,-108.371090
24,48.733088,-110.324950
41,48.483212,-108.722080
47,48.023133,-108.699550
13,48.555089,-110.417690
12,48.843446,-108.738130
59,48.631693,-110.673840
5,48.675352,-110.826900
8,48.597362,-110.077000
38,48.031253,-109.284160
0,48.817553,-107.873180
13,48.235694,-107.807110
5,48.525132,-110.549930
14,48.824171,-108.444280
24,48.751881,-107.615050
0,48.962291,-111.167370
54,47.896703,-108.541350
0,48.607955,-109.012850
14,46.588803,-112.041930
8,46.696501,-111.968950
25,46.231547,-112.344560
16,46.205729,-112.067480
3,46.818147,-112.340900
4,46.479732,-111.974960
8,46.578943,-111.882100
0,46.620549,-112.104460
3,46.376532,-112.140740
22,46.973643,-112.625470
17,46.748706,-112.300230
9,46.246560,-110.794040
11,46.186442,-111.562530
8,46.394352,-111.446650
16,46.615309,-111.010630
16,46.454470,-111.650954
14,47.035168,-112.090730
19,45.996957,-112.512790
0,45.905345,-112.637705
9,45.125532,-112.120070
18,46.141686,-112.989020
25,46.650216,-112.590750
9,45.852910,-111.180370
17,45.707153,-110.987800
13,45.268367,-111.326510
12,45.680811,-111.137000
13,44.992570,-111.625210
10,45.849728,-111.862330
11,46.392658,-112.736900
25,45.149805,-112.700730
16,45.146179,-112.774110
19,45.794048,-112.775950
8,46.481128,-112.433580
6,45.307670,-111.701760
14,45.417898,-111.198880
4,46.565168,-112.807220
7,45.149805,-112.700730
4,46.606751,-112.978660
30,45.688676,-111.782920
0,45.269380,-113.355330
21,44.712015,-112.255680
32,45.462512,-111.763670
7,45.810687,-111.331380
4,45.631031,-112.675700
2,45.587974,-111.605770
14,45.534274,-113.170250
3,45.659738,-111.889870
12,46.025762,-112.771560
5,45.528809,-112.109700
4,45.946694,-112.698700
20,45.681898,-112.305480
5,45.899881,-111.531430
7,45.513742,-112.418600
27,45.296409,-111.942370
0,46.201464,-112.765550
10,44.727561,-111.187230
15,45.851349,-112.169500
3,45.782744,-111.634532
4,45.595349,-113.616240
16,45.757767,-112.995520
24,46.855423,-114.012290
19,46.896821,-113.955510
8,46.790915,-114.004390
11,46.854974,-114.105660
12,46.922750,-114.076390
21,46.971146,-114.496920
18,47.169203,-114.052150
14,46.900409,-113.640270
11,47.425832,-114.178940
18,46.716741,-113.629080
7,47.500385,-113.726870
21,45.905748,-114.074780
15,46.313969,-114.048190
14,45.836508,-114.206240
52,47.388827,-115.347934
30,47.291275,-114.372960
12,46.695594,-113.225470
5,46.642043,-114.074350
4,47.049623,-114.250740
7,46.522136,-113.292810
21,46.214883,-114.147860
27,46.336533,-114.222960
0,47.365882,-115.491510
9,46.878117,-112.979340
14,48.030360,-115.968440
33,47.740524,-114.635340
1,47.107612,-114.446190
6,46.752798,-114.353260
12,47.689156,-114.678990
21,46.871508,-113.881960
19,48.017227,-115.819620
7,47.044698,-113.092140
47,47.597618,-114.118530
29,47.387824,-114.799000
10,46.293656,-113.362730
19,47.452071,-114.817100
16,47.696131,-114.160940
61,47.594957,-114.101443
26,47.540256,-114.128980
33,47.317264,-114.044020
36,47.324500,-115.137880
0,47.417172,-115.451130
11,47.222677,-113.525510
10,46.531350,-114.031820
13,45.887807,-113.844070
11,47.113918,-114.845070
22,47.710209,-115.234630
11,47.844268,-115.605690
24,46.394490,-114.187110
12,48.201414,-114.322020
7,47.802143,-114.306380
10,47.952716,-113.962150
15,48.438331,-114.230520
23,48.428564,-114.013960
5,47.868708,-114.277800
19,47.829886,-114.395360
0,48.249467,-113.628890
18,48.840305,-114.997270
17,48.758530,-114.843630
62,48.185481,-113.830780
6,48.034766,-114.498650
23,48.005656,-114.241840
16,48.309374,-115.328600
28,48.080862,-114.808040
47,48.364350,-113.981820
11,48.595224,-114.708430
10,48.863964,-114.427930
16,47.923911,-114.373220
8,48.875701,-115.274610
20,47.911242,-114.195680
18,48.073924,-114.223840
8,48.684640,-114.749140
17,48.611903,-114.905320
16,48.671585,-115.862000
29,48.497774,-113.925990
11,48.409454,-114.430690
9,42.466170,-88.099950
5,42.108428,-87.977230
7,42.069327,-87.984640
5,42.005978,-87.998470
8,42.075060,-88.025080
4,42.160791,-88.152310
3,42.265643,-88.316640
7,42.217523,-88.243380
6,42.226623,-88.330660
3,42.169325,-87.865560
10,42.047178,-87.890580
14,42.008429,-87.892340
9,42.409445,-88.178220
9,42.194946,-88.216760
3,42.130976,-87.762520
5,42.076720,-87.819220
4,41.811929,-87.687320
2,42.056529,-87.792860
6,42.338955,-88.034330
6,42.375821,-87.935170
13,42.424338,-88.614310
8,42.468318,-88.431250
6,42.181875,-87.809560
17,42.205724,-87.814210
7,42.372721,-88.153030
6,42.277691,-88.200740
2,42.088128,-87.716000
4,42.286222,-87.863090
3,42.238087,-87.860930
3,42.410687,-88.054620
3,42.199957,-88.058590
3,42.290922,-87.951690
8,42.348406,-88.247690
7,42.324761,-88.452481
7,42.041999,-87.788820
6,42.065427,-87.936210
7,42.263623,-88.011720
7,42.229856,-87.967790
4,42.124576,-87.843030
26,42.326072,-87.852020
5,42.109790,-88.049170
4,42.011830,-87.841580
5,42.188074,-87.927170
9,42.105576,-87.928160
15,42.464639,-88.302800
2,42.405464,-88.302740
10,42.366253,-88.096470
14,42.143819,-88.025460
8,42.036180,-87.732100
13,42.033313,-87.757640
6,42.441869,-88.221670
2,42.428187,-87.929350
5,42.263181,-88.143280
20,42.361271,-87.861870
11,42.404272,-87.865250
3,42.312372,-87.852840
5,42.167638,-87.963930
11,42.131526,-87.929580
3,42.077178,-87.723730
4,42.104127,-87.750160
4,42.480670,-87.830180
8,42.384504,-88.349500
12,42.316121,-88.438840
17,42.451371,-87.848620
15,41.931573,-88.002220
4,42.173150,-88.318490
5,41.977477,-88.172570
11,41.882924,-87.876420
10,41.956479,-87.951170
6,42.023977,-88.176570
5,41.949540,-88.082560
11,42.052112,-88.548290
17,42.121188,-88.272270
15,41.998231,-88.842230
17,41.921121,-88.689900
3,41.931710,-88.964380
27,41.924127,-88.746170
6,42.101502,-88.288910
4,41.876506,-88.464290
16,42.037176,-88.259220
12,42.034776,-88.323930
4,41.891030,-87.941810
28,42.034502,-88.970840
10,41.871331,-87.812350
8,41.935480,-87.874680
11,41.980896,-88.144475
5,41.885728,-88.319570
10,42.100280,-88.690600
0,42.099479,-88.369420
5,41.869779,-88.062850
11,41.920228,-88.078910
7,42.086218,-88.503600
53,41.858028,-87.838650
4,42.171973,-88.428910
4,41.972328,-88.021960
0,41.936977,-88.420178
13,42.102014,-88.766470
8,42.100571,-88.876650
6,41.875429,-88.017230
10,41.933061,-88.882930
3,41.918420,-88.576260
10,42.242199,-88.610340
19,41.880281,-87.844550
6,41.851257,-87.883510
8,41.857931,-87.854770
5,42.185733,-88.348484
3,41.970628,-88.056060
19,41.899880,-87.859780
10,41.872997,-87.901010
7,41.886794,-87.910520
12,41.918230,-87.896270
16,41.901580,-87.880460
12,41.925830,-87.840130
5,41.980761,-88.087040
6,42.051927,-88.048140
6,41.919808,-88.304980
2,41.944577,-88.383260
14,41.956830,-87.871930
6,41.992150,-88.306090
8,41.990505,-88.687040
24,42.229437,-88.526060
10,41.880429,-87.978130
2,41.953427,-88.251760
9,41.891978,-88.205020
5,41.858279,-88.109040
8,41.918578,-88.136880
4,41.839679,-88.088716
3,41.875228,-88.152610
10,41.962979,-87.976880
1,42.065827,-88.213990
5,42.012990,-88.096750
9,42.037108,-88.107190
9,42.067809,-88.108280
15,42.056391,-87.696840
8,42.030327,-87.688280
2,42.048879,-87.717500
10,41.887981,-87.795620
9,41.893941,-87.788990
6,41.873550,-87.788500
4,41.893031,-87.817180
8,41.350484,-87.624080
12,41.836981,-87.790950
21,41.656592,-87.681540
11,41.230524,-88.255030
11,41.262178,-88.223070
21,41.614188,-87.546380
6,41.439518,-88.208980
24,41.511307,-87.610100
25,41.702482,-87.778690
10,41.292011,-88.278300
9,41.439034,-87.611730
26,41.626839,-87.598650
11,41.089453,-88.427830
7,41.429681,-88.102840
9,41.539384,-87.684240
4,41.501178,-87.838750
9,41.174117,-88.309540
13,41.544584,-87.612890
34,41.609078,-87.662640
14,41.574034,-87.678570
6,41.556734,-87.664640
4,41.524930,-88.190220
26,41.533631,-88.055920
17,41.511644,-88.056980
14,41.543380,-88.119630
18,41.507980,-88.105530
14,41.168761,-88.557920
15,41.565685,-87.548190
6,41.676028,-87.982580
9,41.703097,-88.074620
6,41.598235,-88.027530
2,41.407474,-87.968830
12,41.503468,-87.736950
14,41.243419,-88.403250
8,41.631683,-87.733090
6,41.642730,-88.099340
8,41.473553,-88.291670
3,41.536782,-87.885820
2,41.422555,-87.755310
10,41.370642,-88.407490
3,41.509231,-87.964750
8,41.605633,-87.753560
10,41.715082,-87.754600
18,41.742432,-87.806780
13,41.730533,-87.731980
10,41.723782,-87.828250
19,41.746432,-87.835570
11,41.744082,-87.770220
6,41.001480,-88.529810
2,41.518290,-87.692740
5,41.623532,-87.835420
5,41.663548,-87.791480
5,41.664582,-87.843780
12,41.699432,-87.829770
16,41.472934,-87.687670
3,41.598255,-87.892010
3,41.331114,-87.799170
28,41.628034,-87.686940
4,41.169068,-88.649400
20,41.483844,-87.721340
35,41.642933,-87.708140
11,41.597472,-87.599090
6,41.173313,-88.274940
17,41.470084,-87.633690
11,41.570384,-87.608390
10,41.573800,-87.803890
12,41.561134,-87.723980
10,41.231718,-88.526590
5,41.737616,-87.877780
14,41.298186,-88.146400
11,41.688827,-87.792650
4,41.684752,-88.142030
19,41.784832,-87.810000
9,41.760067,-88.252180
19,41.756129,-88.296990
15,41.766029,-88.352540
5,41.845228,-88.309950
5,41.755370,-88.548650
31,41.706034,-88.412960
8,41.822681,-87.847530
6,41.779533,-87.957980
6,41.803480,-88.018270
5,41.761463,-88.013340
7,41.752530,-88.048640
12,41.599139,-88.919320
0,41.778379,-88.242680
7,41.776884,-88.646550
4,41.772915,-87.929960
5,41.837716,-87.960410
7,41.788536,-87.876050
6,41.829831,-87.870400
8,41.839679,-88.088716
11,41.792378,-88.951600
4,41.620636,-88.788950
6,41.789079,-88.085360
14,41.812331,-87.823180
30,41.598631,-88.553170
14,41.562530,-88.599210
5,41.721886,-88.329720
0,41.823478,-88.333200
5,41.764779,-88.145790
6,41.529433,-88.535520
6,41.809387,-88.329310
3,41.684896,-88.341770
6,41.607624,-88.197360
14,41.665654,-88.536970
8,41.836131,-87.821630
6,41.645393,-88.630520
37,41.490329,-88.749980
19,41.769322,-88.868580
4,41.527585,-88.682920
6,41.645998,-88.690000
16,41.830628,-89.017040
4,41.779939,-88.451830
7,41.825520,-88.194520
5,41.768498,-88.775390
0,41.438531,-88.769330
2,41.805531,-87.901030
12,41.795358,-87.977780
5,41.631342,-88.439960
5,41.745623,-87.981080
6,41.794885,-88.161880
3,41.707118,-88.196340
4,41.728738,-88.128240
8,41.886456,-87.623250
3,41.882937,-87.628740
22,41.880446,-87.630140
19,41.877589,-87.628180
9,41.860019,-87.618700
5,41.882582,-87.637600
20,41.875882,-87.651140
22,41.850532,-87.669900
31,41.814283,-87.652820
12,41.898582,-87.637100
9,41.904667,-87.625040
32,41.880682,-87.687700
11,41.953256,-87.662900
10,41.922682,-87.654320
25,41.801525,-87.602150
24,41.847400,-87.631260
24,41.719973,-87.555700
13,41.945681,-87.704800
27,41.744834,-87.604440
27,41.740483,-87.652820
45,41.776983,-87.640400
13,41.900332,-87.669270
35,41.850232,-87.718000
43,41.879365,-87.721990
15,41.971614,-87.702560
23,42.009731,-87.669380
27,41.695434,-87.622550
20,41.777482,-87.711550
9,41.971044,-87.758690
5,41.996230,-87.810910
21,41.809299,-87.710500
18,41.655423,-87.553650
10,41.944454,-87.796540
33,41.776633,-87.668540
36,41.779384,-87.605440
8,41.787982,-87.773800
24,41.921431,-87.754150
20,41.973181,-87.666500
13,41.946431,-87.745760
16,41.696433,-87.659930
33,41.881331,-87.756710
20,42.008956,-87.696340
6,41.995331,-87.760100
17,41.921126,-87.700850
35,41.761734,-87.570720
28,41.901485,-87.740550
12,41.744600,-87.711880
35,41.819833,-87.612690
8,41.888627,-87.635380
3,41.696283,-87.699120
9,41.975080,-87.816300
9,41.940832,-87.658520
21,41.991381,-87.703780
16,41.990631,-87.666700
14,41.882082,-87.644610
9,41.964180,-87.816860
11,41.922681,-87.808050
5,42.005331,-87.735450
9,42.032379,-87.815630
9,41.675861,-87.731890
20,41.844382,-87.759900
7,41.719933,-87.702490
34,41.649717,-87.632920
24,41.114132,-87.867840
16,41.078981,-87.805360
8,40.883641,-87.966700
13,40.968579,-87.616110
12,41.147958,-88.064120
10,41.170442,-87.868910
10,41.144256,-87.862390
7,41.046990,-88.186490
12,40.598963,-88.033080
19,40.987824,-88.237370
20,41.024846,-88.307970
25,40.757447,-88.293060
18,41.005603,-87.906490
10,40.565374,-87.881770
8,40.572516,-87.818250
5,40.937573,-87.941050
9,40.766096,-87.854740
21,40.873000,-88.286760
7,40.823527,-87.987400
17,40.876303,-87.601590
0,40.465251,-87.801120
5,40.465744,-88.269940
7,40.966528,-88.349370
7,41.175690,-88.172680
16,40.463079,-88.373100
18,40.767194,-87.989290
6,41.244016,-87.644640
5,41.051130,-88.089570
21,40.465869,-87.667660
6,40.827011,-87.583560
5,40.908942,-88.213040
5,40.526477,-88.082100
20,40.375602,-88.115240
7,41.250408,-87.851250
17,40.912916,-87.755890
26,40.562833,-88.250530
16,40.624025,-87.696180
12,41.147918,-87.635790
16,40.706634,-87.996240
13,40.448736,-88.114050
13,40.779834,-88.180120
11,40.439688,-87.890160
3,41.105629,-88.237940
26,40.625486,-88.186670
9,40.372447,-87.660300
11,41.045785,-87.689630
26,40.762507,-87.574230
21,40.675600,-88.107610
6,41.109101,-88.147320
19,40.784447,-87.740510
21,40.543697,-87.664750
7,40.710295,-87.731370
11,42.472458,-90.120980
19,41.865034,-89.215360
2,42.199457,-89.596620
12,42.257229,-88.847550
4,42.131245,-89.266370
1,42.376423,-88.932500
15,42.401104,-88.747260
6,42.375078,-89.633820
12,41.970680,-89.875080
13,41.982993,-89.212800
6,42.222221,-88.954300
9,42.403305,-89.554660
5,42.440374,-89.409250
15,42.101928,-89.093690
10,41.843702,-89.476360
5,42.436585,-89.303940
8,42.483971,-90.589450
0,42.332038,-89.761171
6,42.298773,-90.177780
11,42.119619,-89.582420
10,41.840360,-89.311760
19,42.300918,-89.632080
3,42.400744,-90.397380
0,41.788761,-89.761820
17,42.255617,-88.743440
8,42.213851,-89.474490
17,42.270426,-90.310770
14,41.693390,-89.569860
14,42.045123,-89.313593
8,42.320303,-89.912370
10,42.111421,-89.824360
11,42.139244,-89.396800
12,42.381064,-89.830620
17,42.054546,-89.024560
0,42.444700,-89.727080
10,41.965904,-89.758960
6,42.110548,-89.007510
10,42.100900,-89.982550
18,42.046139,-89.440250
0,41.830896,-89.396130
13,42.455036,-89.945610
9,42.475891,-89.634040
12,42.006630,-89.339320
7,42.250987,-89.835710
5,42.307665,-89.344530
15,41.989386,-89.590840
9,42.364394,-88.846650
9,42.298218,-89.476520
11,41.935139,-89.068910
14,42.407384,-89.462280
15,41.759473,-89.694520
4,42.447856,-89.084850
4,42.419097,-89.004070
15,42.099635,-90.128580
9,42.473737,-90.253620
0,42.236813,-89.358280
6,42.158340,-89.735550
0,42.325364,-89.170527
10,42.484835,-89.027560
10,41.813776,-89.705370
10,42.112207,-89.186330
10,42.350108,-90.023620
11,42.491388,-89.989790
6,42.271385,-89.250990
9,42.475078,-89.816070
0,41.905844,-89.542550
32,42.292221,-89.125740
27,42.255170,-89.129700
19,42.303365,-89.082460
38,42.255370,-89.076020
10,42.280019,-89.033470
11,42.254087,-89.017760
17,42.213439,-89.055950
12,42.326227,-89.025730
0,42.245596,-88.975860
8,42.306666,-89.008390
9,42.352539,-89.041860
18,41.490300,-90.569560
8,41.766003,-90.223220
9,41.202461,-90.731370
4,41.440852,-90.719570
5,41.412944,-89.922360
7,41.409646,-90.018210
0,41.518317,-90.355970
9,41.286797,-90.174860
37,41.497667,-90.390470
3,41.439784,-90.428000
9,41.483484,-90.340460
3,41.697188,-90.301770
6,41.610151,-89.662980
17,41.518733,-90.417880
6,41.657803,-90.086130
2,41.738551,-90.069220
9,41.863049,-90.145240
9,41.464473,-90.158540
9,41.554666,-90.409870
20,41.590161,-90.203920
40,41.522044,-89.912160
14,41.369036,-90.928400
28,41.228561,-90.875650
13,41.719782,-89.921160
1,41.285950,-90.361170
15,41.260255,-90.605870
9,41.426583,-90.576390
12,41.490333,-90.500060
8,41.819003,-89.966230
9,41.223984,-91.012300
4,41.357236,-90.384820
6,41.372408,-90.270310
7,41.599642,-90.319780
0,41.305890,-90.597900
9,41.612038,-89.930360
22,41.585883,-90.343228
8,41.316530,-90.706710
4,41.303101,-90.506150
17,41.501234,-90.414040
12,41.605825,-89.776280
5,41.406276,-90.735000
7,41.978758,-90.092480
15,41.347117,-89.089740
12,41.707588,-89.343710
4,41.042878,-88.862680
15,41.435197,-89.234320
3,41.064946,-88.668360
15,41.310471,-89.676620
21,41.289819,-89.370690
9,41.261853,-89.125230
11,41.427600,-89.212430
12,41.710715,-89.078070
13,41.011259,-88.748540
14,41.350864,-89.173660
19,40.963663,-88.979320
20,41.321814,-89.308600
18,41.435327,-89.395830
0,41.770952,-89.412670
3,41.234167,-88.828070
9,41.264159,-89.236550
5,41.252101,-89.324510
0,41.504603,-89.462890
11,41.380259,-89.212390
4,41.533640,-89.276910
0,41.747471,-89.277130
3,41.190024,-88.982380
5,40.990965,-88.882780
8,41.144329,-89.088150
5,41.168946,-89.220500
21,41.111077,-89.212070
13,41.427282,-89.366220
21,41.454700,-89.669660
9,41.265597,-89.251060
18,41.336202,-88.697270
15,41.543149,-89.106960
8,41.394429,-89.841110
9,41.280262,-89.794420
14,41.513879,-89.718420
12,41.292401,-89.059430
11,41.543342,-89.440780
14,41.352630,-88.847340
10,41.690735,-88.988150
11,41.330789,-89.129900
12,41.372528,-89.443150
10,40.986256,-89.043640
4,41.363772,-89.269750
10,41.320345,-88.610170
7,41.400837,-89.744440
15,41.332908,-89.208470
14,41.256450,-89.179010
19,41.129482,-88.836660
6,41.638122,-89.268890
12,41.279825,-89.504920
7,40.992084,-89.152310
5,41.210760,-89.038860
1,41.466102,-89.077940
3,41.370610,-89.014900
24,41.543813,-89.354490
6,41.037822,-89.256820
11,41.546706,-89.600810
11,41.057649,-89.047880
19,41.722744,-89.156010
16,41.369056,-89.603210
19,40.948073,-90.368710
19,40.802633,-90.397660
0,40.401282,-90.501530
9,41.067549,-90.579940
7,41.189123,-90.368130
13,41.117342,-90.160630
15,40.661165,-90.439080
46,40.496817,-90.563340
14,40.781504,-90.529010
3,40.854865,-90.859250
10,41.200711,-90.118320
13,40.555678,-90.870870
21,41.174037,-89.658490
11,40.550883,-90.517660
15,40.889288,-90.505290
0,41.073398,-89.630150
5,40.778519,-91.059020
40,41.118359,-89.705750
15,40.499297,-90.177640
14,40.952695,-90.121410
7,40.943990,-90.312050
10,40.617275,-90.295560
12,40.642927,-90.171740
30,40.449305,-90.161761
22,41.172197,-90.039010
14,40.972589,-90.548350
11,40.859964,-90.222120
12,40.854247,-90.965420
3,40.579737,-90.646910
11,41.025720,-90.355660
14,40.324365,-90.603510
15,40.337555,-90.304580
26,41.092081,-90.927430
21,41.247536,-89.928480
9,40.867285,-90.757590
14,40.910079,-90.271710
18,41.098764,-89.973610
16,40.567399,-90.970660
1,40.953365,-89.942590
6,40.249363,-90.668450
10,41.010666,-90.753930
26,40.685436,-91.052070
23,40.456986,-90.668100
14,40.776079,-90.193800
8,40.503305,-90.418080
9,40.734056,-90.826540
13,40.918849,-90.644660
14,41.200936,-90.456310
8,41.100353,-90.467260
5,41.069414,-90.241770
0,41.254936,-90.403840
10,40.957929,-90.936080
11,40.614899,-90.473450
0,40.696535,-90.826070
4,41.105401,-90.387170
11,40.705950,-90.657240
4,40.740729,-90.379460
0,40.581413,-90.761200
15,41.095037,-90.809980
14,40.500643,-90.315760
3,40.777241,-90.764540
35,40.999497,-89.654290
16,40.727428,-90.913470
11,40.368358,-90.424690
9,41.096380,-89.866490
11,40.292388,-90.428330
5,41.025484,-90.084220
14,41.195087,-90.579230
14,41.030951,-90.297050
14,40.929497,-90.018880
4,41.183299,-90.276370
10,41.068691,-89.760330
25,40.234249,-90.329410
11,40.850381,-89.118780
2,40.816162,-89.841310
18,40.466397,-90.096320
16,40.552853,-90.027940
9,40.914377,-89.506540
20,40.490965,-90.032850
5,40.849036,-89.655540
3,40.936244,-89.620000
0,40.776845,-89.740100
7,40.780415,-89.955650
8,40.718228,-89.271530
11,40.688470,-90.021660
4,40.357560,-89.823890
12,40.577778,-89.829700
4,40.409430,-89.656870
4,40.590353,-89.540530
3,40.690205,-89.780420
13,41.113829,-89.384860
6,40.558329,-89.768910
11,41.030697,-89.385860
18,40.975736,-89.239430
8,40.393090,-90.137480
3,40.392048,-89.998850
11,40.688615,-90.244220
3,40.873236,-89.370820
7,40.442037,-89.787970
2,40.619174,-89.726280
5,40.784412,-89.408410
3,40.613788,-89.460310
10,40.817587,-89.566540
17,40.449305,-90.161761
12,40.567088,-89.633820
9,40.935608,-89.768020
7,41.198061,-89.431310
1,40.795911,-89.194190
12,40.489747,-90.055010
6,40.492710,-89.651940
9,41.036199,-89.483360
9,40.340202,-89.909290
4,40.513656,-89.474080
4,40.691022,-89.891380
14,40.920631,-89.295470
6,40.701037,-89.442940
9,40.796752,-90.028660
41,40.677987,-89.608640
28,40.712887,-89.579040
18,40.709237,-89.636330
44,40.678037,-89.627370
28,40.699137,-89.609720
7,40.642049,-89.671470
14,40.643846,-89.599080
8,40.683387,-89.544930
10,40.755343,-89.597990
10,40.764368,-89.644800
13,40.743266,-89.576628
3,40.696287,-89.616648
21,40.477286,-88.995920
6,40.459584,-88.969390
14,40.553838,-88.510100
3,40.341123,-89.320280
10,40.434885,-88.622370
7,40.256893,-89.250130
16,40.336763,-88.526040
5,40.600045,-89.136270
11,40.740106,-88.709480
13,40.145501,-88.967760
5,40.569440,-88.627270
3,40.619306,-89.223530
4,40.537652,-88.732740
0,40.607615,-88.490000
3,40.528515,-89.190570
3,40.615875,-89.327780
10,40.369256,-89.542510
19,40.193547,-88.795750
4,40.395487,-88.849800
9,40.450325,-88.720520
12,40.731662,-89.039780
9,40.741158,-88.515460
10,40.882858,-88.857390
